,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
947,RT @ATT: What made you a fan of college <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> ? Share with #MadeMeAFanContest for a chance to win. Rules https://t.co/hU3I3wFn5V https://t.co/O…,FALSE,0,NA,10/13/2016 3:07,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kshimkus83,57,TRUE,FALSE,NA,NA
948,"RT @ATT: Can’t get enough of Garth? Catch his new single, #BabyLetsDance, tomorrow, and his show live from Yankee Stadium on @AudienceMusic…",FALSE,0,NA,10/13/2016 2:58,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LifeOfNadom,6,TRUE,FALSE,NA,NA
949,RT @ATT: Don’t forget to tune in to the AT&amp;T Original Series #UndeniableShow for the season finale tonight! https://t.co/gaO8EqIkFR,FALSE,0,NA,10/13/2016 2:58,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LifeOfNadom,6,TRUE,FALSE,NA,NA
950,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/13/2016 2:49,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",astro980307,6312,TRUE,FALSE,NA,NA
951,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/13/2016 2:45,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bieber_Loaisiga,6312,TRUE,FALSE,NA,NA
952,"RT @jwgreer3: Report: @ATT largest investor in the US economy, more than Apple, Microsoft and Amazon combined: https://t.co/pUi3UAZ8O2",FALSE,0,NA,10/13/2016 2:20,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jimkimberly,2,TRUE,FALSE,NA,NA
953,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/13/2016 1:55,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SerenaErin,6312,TRUE,FALSE,NA,NA
954,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/13/2016 1:38,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zahchanswiftie,6312,TRUE,FALSE,NA,NA
955,RT @ATT: Don’t forget to tune in to the AT&amp;T Original Series #UndeniableShow for the season finale tonight! https://t.co/gaO8EqIkFR,FALSE,0,NA,10/13/2016 0:52,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tjallen2014,6,TRUE,FALSE,NA,NA
956,RT @ATT: @alwayswifty13 We’ll be giving tickets to Taylor fans including AT&amp;T customers and special guests.  We’ll share ticketing details…,FALSE,0,NA,10/13/2016 0:49,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alwayswifty13,2,TRUE,FALSE,NA,NA
957,RT @ATT: What made you a fan of college <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> ? Share with #MadeMeAFanContest for a chance to win. Rules https://t.co/hU3I3wFn5V https://t.co/O…,FALSE,0,NA,10/13/2016 0:45,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Waytotrill1995,57,TRUE,FALSE,NA,NA
958,RT @ATT: What made you a fan of college <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> ? Share with #MadeMeAFanContest for a chance to win. Rules https://t.co/hU3I3wFn5V https://t.co/O…,FALSE,0,NA,10/13/2016 0:38,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AK_KILLER59,57,TRUE,FALSE,NA,NA
959,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/12/2016 23:43,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ronitom13,6312,TRUE,FALSE,NA,NA
960,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/12/2016 23:30,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MiriWhiteFrance,6312,TRUE,FALSE,NA,NA
961,@ATTCares @ATT This is what I'm seeing. https://t.co/3hTQxr5Lhi,FALSE,0,JRalat,10/12/2016 23:27,FALSE,7.86E+17,7.86E+17,16129365,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JRalat,0,FALSE,FALSE,NA,NA
